ticket_id,customer_id,date,issue_type,priority,description,source_event
T360,C9517,2026-02-02,Refund Request,Medium,Refund not processed,Normal Operations
T361,C19130,2026-02-02,Account Question,Medium,Account related inquiry,Normal Operations
T362,C92109,2026-02-02,Order Tracking,Low,Order status not updated,Normal Operations
T363,C96827,2026-02-02,Product Inquiry,High,Question about product specifications,Normal Operations
T364,C33131,2026-02-02,Refund Request,Low,Customer requested refund,Normal Operations
T365,C86207,2026-02-02,Account Question,Medium,Unable to update account information,Normal Operations
T366,C63621,2026-02-02,Return Request,High,Need assistance with return,Normal Operations
T367,C49139,2026-02-02,Order Tracking,High,Need tracking information,Normal Operations
T368,C2720,2026-02-02,Order Tracking,Low,Unable to track order,Normal Operations
T369,C48846,2026-02-03,Order Tracking,Medium,Unable to track order,Normal Operations
T370,C75714,2026-02-03,Return Request,Low,Need assistance with return,Normal Operations
T371,C34833,2026-02-03,Product Inquiry,Low,Question about product specifications,Normal Operations
T372,C1008,2026-02-03,Order Tracking,Low,Need tracking information,Normal Operations
T373,C42208,2026-02-03,Order Tracking,High,Need tracking information,Normal Operations
T374,C91358,2026-02-03,Return Request,Medium,Need assistance with return,Normal Operations
T375,C7492,2026-02-03,Return Request,Low,Return process inquiry,Normal Operations
T376,C63889,2026-02-03,Refund Request,Medium,Refund not processed,Normal Operations
T377,C20954,2026-02-03,Refund Request,Low,Refund not processed,Normal Operations
T378,C23822,2026-02-03,Order Tracking,High,Unable to track order,Normal Operations
T379,C87267,2026-02-03,Account Question,Medium,Account related inquiry,Normal Operations
T380,C57373,2026-02-03,Return Request,Low,Need assistance with return,Normal Operations
T381,C29242,2026-02-03,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T382,C14289,2026-02-04,Order Tracking,Low,Need tracking information,Normal Operations
T383,C68879,2026-02-04,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T384,C23412,2026-02-04,Account Question,High,Account related inquiry,Normal Operations
T385,C77259,2026-02-04,Return Request,Low,Return process inquiry,Normal Operations
T386,C93624,2026-02-04,Refund Request,Medium,Refund not processed,Normal Operations
T387,C81872,2026-02-04,Account Question,High,Account related inquiry,Normal Operations
T388,C99987,2026-02-04,Return Request,Low,Return process inquiry,Normal Operations
T389,C7425,2026-02-04,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T390,C48291,2026-02-04,Order Tracking,Low,Need tracking information,Normal Operations
T391,C38159,2026-02-05,Return Request,Medium,Return process inquiry,Normal Operations
T392,C5777,2026-02-05,Product Inquiry,Low,Need more product information,Normal Operations
T393,C85554,2026-02-05,Product Inquiry,Medium,Need more product information,Normal Operations
T394,C82880,2026-02-05,Product Inquiry,Low,Question about product specifications,Normal Operations
T395,C52099,2026-02-05,Return Request,Low,Return process inquiry,Normal Operations
T396,C11537,2026-02-05,Refund Request,Medium,Refund not processed,Normal Operations
T397,C65456,2026-02-05,Return Request,Medium,Customer wants to return product,Normal Operations
T398,C54616,2026-02-05,Account Question,Medium,Question regarding account settings,Normal Operations
T399,C26590,2026-02-06,Refund Request,Low,Customer requested refund,Normal Operations
T400,C41689,2026-02-06,Product Inquiry,High,Question about product specifications,Normal Operations
T401,C32982,2026-02-06,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T402,C39500,2026-02-06,Refund Request,High,Customer requested refund,Normal Operations
T403,C74442,2026-02-06,Return Request,Medium,Customer wants to return product,Normal Operations
T404,C49154,2026-02-06,Order Tracking,Medium,Need tracking information,Normal Operations
T405,C83870,2026-02-06,Refund Request,Low,Customer requested refund,Normal Operations
T406,C50070,2026-02-06,Return Request,Low,Return process inquiry,Normal Operations
T407,C75898,2026-02-06,Order Tracking,High,Unable to track order,Normal Operations
T408,C9079,2026-02-06,Order Tracking,Medium,Unable to track order,Normal Operations
T409,C49787,2026-02-06,Product Inquiry,Low,Question about product specifications,Normal Operations
T410,C26016,2026-02-06,Refund Request,Low,Requesting refund for recent purchase,Normal Operations
T411,C25684,2026-02-07,Order Tracking,Low,Unable to track order,Normal Operations
T412,C26631,2026-02-07,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T413,C27962,2026-02-07,Return Request,Medium,Return process inquiry,Normal Operations
T414,C21289,2026-02-07,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T415,C80886,2026-02-07,Product Inquiry,Medium,Need more product information,Normal Operations
T416,C1561,2026-02-07,Return Request,High,Customer wants to return product,Normal Operations
T417,C20023,2026-02-07,Order Tracking,Medium,Order status not updated,Normal Operations
T418,C2357,2026-02-07,Account Question,Medium,Question regarding account settings,Normal Operations
T419,C75718,2026-02-07,Product Inquiry,Medium,Need more product information,Normal Operations
T420,C91195,2026-02-07,Account Question,Medium,Question regarding account settings,Normal Operations
T421,C94243,2026-02-07,Order Tracking,Low,Order status not updated,Normal Operations
T422,C30028,2026-02-08,Refund Request,Low,Requesting refund for recent purchase,Normal Operations
T423,C59322,2026-02-08,Account Question,Medium,Account related inquiry,Normal Operations
T424,C78340,2026-02-08,Return Request,Medium,Customer wants to return product,Normal Operations
T425,C80819,2026-02-08,Return Request,Medium,Return process inquiry,Normal Operations
T426,C31861,2026-02-08,Return Request,Low,Return process inquiry,Normal Operations
T427,C26959,2026-02-08,Return Request,High,Return process inquiry,Normal Operations
T428,C17779,2026-02-08,Order Tracking,Low,Order status not updated,Normal Operations
T429,C48365,2026-02-08,Account Question,Medium,Account related inquiry,Normal Operations
T430,C57057,2026-02-08,Account Question,Low,Account related inquiry,Normal Operations
T431,C11562,2026-02-08,Return Request,Low,Return process inquiry,Normal Operations
T432,C26917,2026-02-08,Order Tracking,High,Order status not updated,Normal Operations
T433,C35134,2026-02-08,Account Question,Low,Question regarding account settings,Normal Operations
T434,C98318,2026-02-08,Account Question,Medium,Account related inquiry,Normal Operations
T435,C69351,2026-02-09,Return Request,Low,Return process inquiry,Normal Operations
T436,C92153,2026-02-09,Product Inquiry,Low,Question about product specifications,Normal Operations
T437,C13761,2026-02-09,Product Inquiry,Medium,Question about product specifications,Normal Operations
T438,C52234,2026-02-09,Return Request,Low,Customer wants to return product,Normal Operations
T439,C76620,2026-02-09,Order Tracking,High,Need tracking information,Normal Operations
T440,C79531,2026-02-09,Refund Request,High,Customer requested refund,Normal Operations
T441,C71636,2026-02-09,Refund Request,Low,Refund not processed,Normal Operations
T442,C51887,2026-02-09,Product Inquiry,Medium,Question about product specifications,Normal Operations
T443,C9848,2026-02-10,Refund Request,High,Customer requested refund,Normal Operations
T444,C67279,2026-02-10,Return Request,Medium,Need assistance with return,Normal Operations
T445,C34708,2026-02-10,Product Inquiry,Low,Question about product specifications,Normal Operations
T446,C47615,2026-02-10,Order Tracking,Low,Need tracking information,Normal Operations
T447,C80897,2026-02-10,Order Tracking,Low,Need tracking information,Normal Operations
T448,C29857,2026-02-10,Account Question,Medium,Question regarding account settings,Normal Operations
T449,C41236,2026-02-10,Return Request,High,Return process inquiry,Normal Operations
T450,C65662,2026-02-10,Product Inquiry,High,Inquiry regarding product availability,Normal Operations
T451,C15399,2026-02-10,Order Tracking,Medium,Need tracking information,Normal Operations
T452,C9111,2026-02-10,Product Inquiry,Medium,Need more product information,Normal Operations
T453,C22912,2026-02-10,Return Request,Low,Need assistance with return,Normal Operations
T454,C43754,2026-02-10,Return Request,Medium,Return process inquiry,Normal Operations
T455,C23197,2026-02-11,Account Question,Medium,Question regarding account settings,Normal Operations
T456,C48321,2026-02-11,Account Question,High,Account related inquiry,Normal Operations
T457,C88010,2026-02-11,Order Tracking,Low,Order status not updated,Normal Operations
T458,C24090,2026-02-11,Order Tracking,High,Need tracking information,Normal Operations
T459,C42824,2026-02-11,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T460,C31891,2026-02-11,Return Request,High,Customer wants to return product,Normal Operations
T461,C26985,2026-02-11,Account Question,Low,Question regarding account settings,Normal Operations
T462,C17088,2026-02-11,Return Request,Low,Return process inquiry,Normal Operations
T463,C73385,2026-02-11,Refund Request,High,Customer requested refund,Normal Operations
T464,C85151,2026-02-12,Refund Request,Medium,Customer requested refund,Normal Operations
T465,C29166,2026-02-12,Return Request,High,Return process inquiry,Normal Operations
T466,C36322,2026-02-12,Product Inquiry,Medium,Need more product information,Normal Operations
T467,C25427,2026-02-12,Refund Request,High,Requesting refund for recent purchase,Normal Operations
T468,C91737,2026-02-12,Refund Request,Low,Refund not processed,Normal Operations
T469,C9109,2026-02-12,Refund Request,Low,Refund not processed,Normal Operations
T470,C83361,2026-02-12,Account Question,Low,Question regarding account settings,Normal Operations
T471,C22444,2026-02-12,Refund Request,Low,Requesting refund for recent purchase,Normal Operations
T472,C76744,2026-02-12,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T473,C77577,2026-02-12,Order Tracking,Low,Unable to track order,Normal Operations
T474,C92060,2026-02-12,Order Tracking,Low,Unable to track order,Normal Operations
T475,C32780,2026-02-12,Order Tracking,Low,Need tracking information,Normal Operations
T476,C73771,2026-02-13,Return Request,Medium,Need assistance with return,Normal Operations
T477,C58349,2026-02-13,Order Tracking,High,Order status not updated,Normal Operations
T478,C69968,2026-02-13,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T479,C56089,2026-02-13,Return Request,Medium,Need assistance with return,Normal Operations
T480,C45380,2026-02-13,Product Inquiry,High,Inquiry regarding product availability,Normal Operations
T481,C46414,2026-02-13,Product Inquiry,Medium,Need more product information,Normal Operations
T482,C36379,2026-02-13,Account Question,High,Unable to update account information,Normal Operations
T483,C54692,2026-02-13,Return Request,Medium,Need assistance with return,Normal Operations
T484,C43597,2026-02-13,Order Tracking,Medium,Need tracking information,Normal Operations
T485,C99591,2026-02-13,Refund Request,Medium,Refund not processed,Normal Operations
T486,C72589,2026-02-13,Order Tracking,Low,Order status not updated,Normal Operations
T487,C74173,2026-02-13,Refund Request,Low,Refund not processed,Normal Operations
T488,C59190,2026-02-14,Return Request,Medium,Return process inquiry,Normal Operations
T489,C76667,2026-02-14,Account Question,Low,Unable to update account information,Normal Operations
T490,C9436,2026-02-14,Account Question,Low,Unable to update account information,Normal Operations
T491,C81930,2026-02-14,Refund Request,Low,Requesting refund for recent purchase,Normal Operations
T492,C31402,2026-02-14,Refund Request,High,Customer requested refund,Normal Operations
